Location,Date,Temperature,Humidity,Precipitation,Wind Speed,Weather Forecast
Assam,2013-11-01,35.1,79,20.6,4.2,Stormy
Rajasthan,1994-02-01,12.3,92,288.5,11.3,Sunny
Odisha,2010-08-01,33.7,52,120.3,12.5,Sunny
Tamil Nadu,2023-11-01,22.9,40,297.9,13.2,Sunny
Madhya Pradesh,1990-09-01,29.6,22,158.8,4.4,Foggy
Gujarat,2021-03-01,24.8,40,299.1,8.6,Sunny
Tamil Nadu,2011-07-01,14.7,73,290.9,1.0,Rainy
Bihar,1989-10-01,27.0,64,240.5,13.1,Stormy
Gujarat,2018-01-01,32.5,99,277.2,12.9,Foggy
Mizoram,1989-03-01,22.9,63,193.1,0.9,Foggy
Rajasthan,2006-06-01,38.4,50,252.3,10.3,Sunny
Bihar,2005-04-01,16.5,51,215.0,3.1,Rainy
Uttar Pradesh,2007-10-01,14.4,67,4.4,12.4,Stormy
Odisha,2011-08-01,31.1,75,118.9,11.7,Sunny
Haryana,2014-12-01,31.8,62,285.6,10.6,Sunny
Karnataka,1985-11-01,22.4,93,255.1,1.3,Sunny
Punjab,2008-10-01,22.3,71,9.3,10.9,Cloudy
Gujarat,2016-04-01,31.5,47,9.7,5.4,Foggy
Rajasthan,1991-11-01,15.7,51,249.3,8.7,Sunny
Bihar,2022-03-01,29.0,51,251.1,6.1,Rainy
Maharashtra,2009-08-01,12.3,71,152.6,9.8,Foggy
Assam,1990-05-01,29.6,23,232.2,5.0,Foggy
West Bengal,1999-08-01,32.9,93,270.2,8.0,Cloudy
Telangana,1999-04-01,12.4,44,53.6,11.9,Cloudy
Odisha,1997-02-01,13.1,52,144.0,13.0,Sunny
Nagaland,2006-10-01,19.0,93,150.2,4.1,Cloudy
Telangana,1998-07-01,10.7,62,203.8,8.2,Sunny
West Bengal,2004-11-01,23.8,40,257.8,5.1,Cloudy
Rajasthan,2017-07-01,25.9,33,205.6,0.2,Stormy
Sikkim,2019-07-01,28.4,87,58.8,13.5,Sunny
Punjab,2013-06-01,24.5,28,293.7,6.7,Rainy
Tamil Nadu,2004-08-01,35.3,40,155.5,10.2,Foggy
Nagaland,1994-09-01,35.4,60,17.9,3.7,Cloudy
Haryana,1991-06-01,15.2,66,124.5,10.3,Stormy
Arunachal Pradesh,1986-08-01,27.3,70,111.6,4.1,Foggy
Uttar Pradesh,1991-02-01,29.2,51,31.5,2.2,Foggy
Odisha,1991-03-01,22.5,51,186.7,7.2,Cloudy
Uttar Pradesh,2004-03-01,36.4,38,292.7,4.5,Stormy
Mizoram,2013-03-01,33.0,93,1.8,11.2,Rainy
Punjab,2017-09-01,35.4,82,148.2,9.1,Stormy
Nagaland,2022-11-01,23.7,79,16.7,9.9,Foggy
Goa,2012-09-01,36.4,87,291.4,8.8,Rainy
Arunachal Pradesh,2015-08-01,15.2,59,96.5,13.5,Rainy
Meghalaya,2010-02-01,26.2,93,142.4,3.3,Cloudy
Himachal Pradesh,2021-09-01,24.9,35,203.3,3.2,Sunny
Punjab,2006-08-01,23.7,60,115.7,1.4,Stormy
Maharashtra,1987-09-01,15.2,61,205.9,5.5,Sunny
Nagaland,2017-03-01,34.6,21,140.3,12.1,Cloudy
Maharashtra,2002-05-01,11.3,22,291.3,5.0,Cloudy
Bihar,2010-05-01,15.2,84,203.7,2.4,Cloudy
Maharashtra,1997-10-01,10.8,52,214.5,0.1,Foggy
Arunachal Pradesh,1996-10-01,20.5,64,101.9,0.3,Foggy
Gujarat,2016-12-01,17.4,85,120.0,6.7,Stormy
Arunachal Pradesh,2023-05-01,19.4,76,268.4,10.3,Stormy
Meghalaya,2024-02-01,21.7,49,40.7,14.3,Cloudy
Rajasthan,2022-07-01,29.5,64,91.1,5.5,Foggy
Haryana,2014-04-01,34.3,76,80.9,6.5,Stormy
Rajasthan,2016-05-01,17.0,88,281.2,4.0,Sunny
Kerala,1987-11-01,15.6,68,107.7,3.1,Cloudy
Uttarakhand,2006-07-01,28.6,29,41.5,3.8,Foggy
Arunachal Pradesh,1992-01-01,22.9,72,277.7,9.4,Foggy
Sikkim,2006-09-01,12.1,31,277.1,4.3,Stormy
Telangana,2001-05-01,35.2,52,188.5,10.0,Sunny
Jharkhand,1986-05-01,27.6,33,263.6,15.0,Sunny
Goa,2021-10-01,33.5,46,209.2,5.8,Foggy
Sikkim,2020-08-01,38.9,79,177.6,11.5,Cloudy
Madhya Pradesh,1998-08-01,29.4,44,242.2,10.3,Stormy
Haryana,2012-06-01,12.1,81,7.6,8.7,Cloudy
Himachal Pradesh,1995-04-01,32.7,20,211.8,10.8,Foggy
Maharashtra,1999-10-01,14.2,58,202.1,12.2,Cloudy
Uttarakhand,1987-07-01,33.3,33,181.1,2.1,Stormy
Meghalaya,2004-06-01,33.1,53,260.8,8.1,Foggy
Madhya Pradesh,2011-08-01,12.9,27,15.3,4.7,Foggy
Odisha,1999-10-01,37.3,86,174.1,13.6,Stormy
Maharashtra,2013-01-01,19.8,39,122.3,9.7,Cloudy
Bihar,2018-09-01,37.3,96,228.3,12.6,Stormy
Odisha,2018-09-01,33.5,25,65.6,8.8,Rainy
Jharkhand,2014-08-01,10.2,84,136.5,12.7,Cloudy
Mizoram,2022-01-01,18.8,65,289.0,8.8,Rainy
Manipur,2021-02-01,25.9,29,106.5,12.2,Stormy
Haryana,1988-03-01,15.2,68,5.0,12.0,Cloudy
Kerala,1985-06-01,26.4,91,245.8,3.6,Rainy
Assam,1993-09-01,35.3,56,295.0,8.4,Stormy
Telangana,2010-01-01,18.3,55,79.0,0.2,Stormy
Kerala,2002-08-01,39.9,70,45.5,1.0,Rainy
Maharashtra,1988-02-01,30.9,58,87.6,2.7,Sunny
Telangana,2000-07-01,12.7,37,273.1,8.8,Rainy
West Bengal,2022-05-01,35.7,100,166.8,14.8,Foggy
Arunachal Pradesh,2016-12-01,36.8,51,90.1,12.5,Sunny
Rajasthan,1993-11-01,21.4,75,59.8,6.3,Foggy
Kerala,2006-04-01,14.5,66,274.3,0.3,Stormy
Karnataka,1985-01-01,10.5,52,13.7,13.6,Sunny
Madhya Pradesh,2001-11-01,37.4,30,41.5,12.1,Sunny
Tamil Nadu,1987-04-01,33.7,29,274.1,6.4,Cloudy
Bihar,2001-05-01,24.7,92,167.7,13.5,Sunny
Karnataka,1997-07-01,38.9,25,56.4,13.9,Sunny
Gujarat,2015-10-01,19.4,72,196.4,3.1,Stormy
Bihar,1997-03-01,24.2,78,49.8,1.4,Rainy
Nagaland,2009-11-01,33.3,84,233.9,1.8,Sunny
Goa,2012-11-01,16.4,49,211.2,3.6,Rainy
Jharkhand,2008-10-01,37.1,33,177.2,6.0,Cloudy
Karnataka,1987-04-01,38.1,50,136.0,4.9,Rainy
Chhattisgarh,2013-09-01,10.4,42,129.3,5.7,Foggy
Tripura,1991-12-01,11.0,48,177.3,8.1,Stormy
Arunachal Pradesh,2012-02-01,32.1,20,266.5,0.9,Sunny
Mizoram,2015-04-01,37.1,33,54.1,10.0,Stormy
Kerala,1993-10-01,32.4,21,43.4,14.2,Cloudy
Tripura,1993-05-01,14.2,53,161.3,14.2,Cloudy
Uttar Pradesh,2024-09-01,36.8,28,263.9,7.8,Sunny
Goa,2000-01-01,22.6,97,206.4,13.6,Foggy
Sikkim,2010-06-01,13.0,58,281.3,11.2,Foggy
Jharkhand,2022-02-01,22.2,57,242.9,1.3,Cloudy
Meghalaya,1988-12-01,18.2,41,32.8,6.9,Foggy
Nagaland,1987-10-01,33.1,68,157.7,0.3,Sunny
Odisha,1987-08-01,32.9,31,58.3,2.3,Cloudy
Himachal Pradesh,2024-11-01,23.4,71,32.5,10.4,Rainy
Rajasthan,1986-01-01,14.0,89,163.6,0.5,Sunny
Himachal Pradesh,1986-03-01,11.3,93,142.1,4.4,Rainy
Assam,1996-05-01,29.6,69,116.3,2.7,Stormy
Madhya Pradesh,2014-01-01,32.2,94,47.5,1.0,Stormy
Nagaland,2020-09-01,21.2,22,12.0,6.2,Stormy
Gujarat,1993-10-01,30.6,45,186.0,7.1,Rainy
Gujarat,1999-12-01,28.1,67,99.1,13.4,Stormy
Haryana,1999-09-01,27.7,45,169.2,4.4,Cloudy
Chhattisgarh,1994-07-01,29.2,28,223.9,10.7,Cloudy
Tripura,1998-11-01,32.9,30,129.9,12.6,Cloudy
Madhya Pradesh,2002-09-01,14.8,35,35.7,14.5,Rainy
Uttarakhand,2019-09-01,17.7,54,4.4,2.2,Stormy
Gujarat,2002-04-01,37.3,52,275.8,7.1,Rainy
Haryana,2016-01-01,33.4,74,27.9,8.3,Rainy
Manipur,1992-06-01,24.2,32,22.7,13.2,Foggy
Chhattisgarh,2019-06-01,12.1,51,140.0,11.3,Cloudy
Tamil Nadu,2010-12-01,31.7,27,224.0,3.1,Foggy
Tamil Nadu,2016-08-01,17.9,70,110.0,9.6,Foggy
Chhattisgarh,2023-08-01,22.5,99,138.2,2.7,Stormy
Chhattisgarh,1989-02-01,38.2,93,296.5,2.2,Sunny
Rajasthan,2006-10-01,33.3,72,267.6,14.7,Stormy
Jharkhand,2006-09-01,36.0,36,120.2,6.9,Rainy
Karnataka,1991-04-01,18.2,87,296.4,11.8,Sunny
Himachal Pradesh,2001-09-01,17.9,54,40.3,4.9,Sunny
Sikkim,2013-06-01,19.3,21,111.1,4.0,Rainy
Arunachal Pradesh,1997-10-01,26.8,82,130.6,1.9,Rainy
West Bengal,1992-02-01,38.1,40,158.7,1.5,Rainy
Tripura,2002-08-01,11.8,64,266.7,9.7,Foggy
Sikkim,1990-07-01,24.1,43,22.0,11.6,Sunny
West Bengal,1998-06-01,37.9,62,197.8,13.4,Cloudy
Madhya Pradesh,1998-09-01,34.6,82,186.2,11.9,Stormy
Karnataka,2014-07-01,30.3,30,112.9,3.0,Stormy
Uttarakhand,1986-09-01,20.1,71,94.5,14.1,Cloudy
Himachal Pradesh,2003-08-01,11.1,76,119.5,0.1,Sunny
Goa,2020-06-01,12.3,37,152.5,6.7,Cloudy
Kerala,2000-08-01,11.7,84,7.5,6.5,Foggy
Bihar,1991-10-01,26.8,36,221.4,12.6,Stormy
Telangana,2022-10-01,28.9,24,262.2,7.0,Rainy
Chhattisgarh,2010-02-01,28.5,98,89.6,6.7,Rainy
Goa,1986-09-01,38.1,66,287.5,12.9,Rainy
Haryana,1997-05-01,36.6,50,194.7,2.6,Rainy
Goa,2020-09-01,17.0,78,50.5,2.7,Foggy
Karnataka,1994-07-01,34.5,35,268.7,0.5,Sunny
Goa,2020-03-01,36.0,49,95.3,0.8,Rainy
West Bengal,2011-01-01,13.4,56,30.8,2.2,Cloudy
Odisha,2019-06-01,14.4,48,154.5,4.4,Rainy
Telangana,2023-10-01,12.4,47,110.2,8.8,Cloudy
Manipur,2018-09-01,11.9,60,239.9,4.1,Cloudy
Kerala,2014-10-01,15.7,67,172.2,6.2,Rainy
Andhra Pradesh,2013-07-01,20.4,38,117.8,11.7,Foggy
Andhra Pradesh,2011-01-01,12.9,46,101.0,0.2,Rainy
Manipur,2013-07-01,11.2,38,42.0,0.4,Stormy
Odisha,2024-10-01,16.1,66,224.6,8.9,Foggy
Meghalaya,2022-11-01,24.3,78,5.1,13.2,Stormy
Uttarakhand,2006-09-01,31.4,71,101.8,13.3,Foggy
Maharashtra,2004-02-01,38.7,76,197.4,1.0,Foggy
Madhya Pradesh,2016-12-01,36.5,77,251.8,8.6,Sunny
Goa,2016-04-01,17.7,82,237.6,0.2,Sunny
Telangana,2018-03-01,38.1,24,264.3,4.1,Sunny
Sikkim,2002-01-01,12.8,90,112.9,8.1,Cloudy
Nagaland,1992-04-01,20.5,91,0.9,6.6,Rainy
Maharashtra,2002-06-01,26.2,47,242.7,4.0,Sunny
Gujarat,2000-01-01,10.5,23,255.6,0.1,Sunny
Mizoram,1985-05-01,14.7,96,0.7,7.0,Stormy
Telangana,2005-04-01,37.4,83,198.4,7.0,Sunny
Himachal Pradesh,1996-10-01,16.0,75,23.3,3.3,Sunny
Maharashtra,2014-01-01,29.6,89,117.1,0.0,Rainy
Mizoram,2001-06-01,32.7,62,280.7,3.2,Cloudy
Goa,2004-10-01,16.4,77,232.3,13.3,Sunny
Nagaland,2003-01-01,10.9,55,188.5,14.8,Foggy
Gujarat,2007-11-01,19.3,46,85.8,5.9,Rainy
Madhya Pradesh,1992-06-01,39.7,76,109.6,12.4,Sunny
Uttar Pradesh,2000-05-01,38.8,71,134.5,4.1,Foggy
Uttarakhand,1985-10-01,24.3,23,240.2,8.1,Cloudy
Bihar,2003-11-01,19.3,71,115.6,5.7,Stormy
Rajasthan,2016-07-01,30.2,55,297.8,1.0,Rainy
Punjab,1999-03-01,13.7,100,134.5,9.0,Rainy
Goa,1994-10-01,29.6,91,81.8,13.8,Cloudy
Himachal Pradesh,1993-10-01,17.9,91,83.6,12.4,Cloudy
Chhattisgarh,1998-10-01,13.4,65,206.2,8.9,Rainy
Odisha,2005-09-01,39.0,26,56.9,4.2,Foggy
Tripura,2008-09-01,33.2,92,32.0,2.3,Foggy
Gujarat,2011-04-01,15.3,55,38.1,3.8,Sunny
Chhattisgarh,2008-06-01,16.6,41,201.6,14.3,Sunny
Haryana,2012-02-01,39.3,63,206.8,9.7,Sunny
Uttar Pradesh,2004-02-01,19.0,23,152.6,5.2,Stormy
Manipur,2015-02-01,22.4,93,62.9,8.3,Stormy
Telangana,2024-11-01,28.2,99,49.2,4.9,Cloudy
Maharashtra,1999-06-01,19.7,68,62.2,14.4,Cloudy
Karnataka,1986-01-01,22.0,92,258.1,10.8,Sunny
Arunachal Pradesh,2018-03-01,32.1,90,214.0,1.5,Sunny
Haryana,1992-06-01,36.5,90,11.0,10.0,Rainy
Jharkhand,2010-07-01,13.4,30,204.4,11.1,Cloudy
Manipur,2012-08-01,16.1,91,35.5,0.6,Foggy
Odisha,2016-07-01,36.4,69,49.6,6.3,Stormy
Telangana,2013-02-01,23.0,71,151.5,10.1,Rainy
Goa,2015-05-01,29.6,98,55.7,1.7,Cloudy
Goa,2017-03-01,36.5,27,42.0,6.4,Cloudy
Manipur,2021-04-01,36.6,85,99.1,12.8,Stormy
Nagaland,2024-10-01,31.9,50,190.3,12.4,Cloudy
Kerala,1993-09-01,30.1,87,265.8,4.3,Foggy
Gujarat,2018-03-01,35.0,93,80.7,6.4,Sunny
Karnataka,1987-11-01,37.9,59,62.1,3.5,Foggy
Chhattisgarh,1993-06-01,11.9,99,260.8,3.9,Cloudy
Nagaland,2014-05-01,14.1,73,281.8,1.4,Sunny
Maharashtra,2018-07-01,34.9,20,185.6,1.9,Foggy
Arunachal Pradesh,2010-03-01,20.5,26,293.1,9.0,Rainy
Meghalaya,2000-01-01,32.1,20,4.2,6.7,Cloudy
Telangana,2006-12-01,18.5,47,79.6,12.9,Stormy
Maharashtra,1995-10-01,28.9,63,286.6,13.2,Cloudy
Madhya Pradesh,1988-10-01,16.2,31,62.0,4.0,Rainy
Manipur,2012-02-01,29.5,84,113.8,10.5,Stormy
Andhra Pradesh,2018-12-01,17.9,24,35.6,7.9,Sunny
Chhattisgarh,2018-03-01,29.0,68,57.3,11.3,Sunny
Nagaland,2019-12-01,37.6,93,198.8,8.3,Cloudy
Uttar Pradesh,2013-07-01,14.2,30,9.2,4.7,Cloudy
Andhra Pradesh,2002-06-01,38.6,86,147.0,3.9,Foggy
Sikkim,1992-10-01,22.9,86,129.0,4.4,Cloudy
Haryana,2009-04-01,31.3,90,277.6,9.7,Stormy
Uttar Pradesh,1995-11-01,30.9,41,229.2,13.7,Cloudy
Kerala,2022-01-01,12.4,27,235.6,6.7,Foggy
Himachal Pradesh,1987-12-01,26.7,72,298.3,14.2,Stormy
Goa,2006-05-01,35.7,53,218.3,9.9,Cloudy
West Bengal,2016-12-01,35.6,75,78.5,10.9,Foggy
Himachal Pradesh,2018-06-01,29.8,61,171.2,7.9,Stormy
Mizoram,1986-04-01,24.8,40,172.7,1.2,Stormy
Arunachal Pradesh,2014-12-01,11.3,63,193.4,10.9,Stormy
Karnataka,1991-06-01,39.7,44,244.2,0.2,Stormy
Bihar,2003-01-01,14.6,59,44.9,3.1,Cloudy
Nagaland,2008-09-01,18.8,83,192.8,0.6,Cloudy
Tamil Nadu,1996-09-01,37.3,77,8.2,7.3,Rainy
Chhattisgarh,2017-05-01,10.4,98,52.9,11.5,Rainy
Uttarakhand,2001-11-01,35.1,22,29.0,11.0,Sunny
Rajasthan,2023-05-01,36.1,76,52.9,14.1,Cloudy
Jharkhand,2017-03-01,29.9,66,31.9,12.2,Rainy
West Bengal,2011-07-01,19.6,63,157.6,7.5,Rainy
Andhra Pradesh,1997-11-01,39.0,85,168.5,12.4,Rainy
Jharkhand,1999-11-01,20.6,77,34.2,8.2,Stormy
Meghalaya,2000-08-01,26.8,61,208.7,5.4,Sunny
Chhattisgarh,1997-08-01,26.8,26,120.8,1.1,Sunny
Gujarat,2005-07-01,34.4,82,144.5,14.8,Rainy
Punjab,2009-01-01,28.4,26,47.0,1.4,Rainy
Assam,2014-05-01,16.1,86,147.4,12.2,Sunny
Jharkhand,1995-12-01,14.4,40,248.5,2.8,Cloudy
Assam,1989-06-01,29.3,32,286.7,6.1,Foggy
Bihar,2009-01-01,10.5,36,77.0,1.1,Cloudy
Goa,1991-09-01,15.1,36,180.5,6.5,Cloudy
Nagaland,2007-08-01,18.6,38,65.3,5.9,Cloudy
Tripura,1986-03-01,12.7,95,148.6,5.5,Stormy
West Bengal,2003-06-01,30.0,24,22.9,0.7,Cloudy
Madhya Pradesh,1994-05-01,11.5,93,180.2,3.5,Stormy
Rajasthan,2009-11-01,39.3,23,20.7,13.0,Cloudy
Uttar Pradesh,1985-06-01,30.6,70,216.4,7.3,Rainy
Telangana,1992-12-01,17.8,100,65.8,9.4,Sunny
Goa,2010-02-01,31.8,50,237.9,11.2,Foggy
West Bengal,2024-11-01,27.7,91,116.8,7.1,Rainy
Haryana,2024-10-01,14.0,30,269.0,7.7,Stormy
Maharashtra,1991-02-01,36.6,89,114.7,5.0,Rainy
Bihar,2006-08-01,34.3,69,202.8,3.0,Foggy
Maharashtra,2017-05-01,15.2,46,124.3,6.7,Rainy
Punjab,1999-06-01,16.5,82,136.5,15.0,Foggy
Assam,2007-07-01,29.7,22,36.2,2.2,Sunny
Manipur,1990-05-01,38.1,93,244.6,4.9,Foggy
Andhra Pradesh,1995-02-01,30.3,77,161.3,13.6,Sunny
Meghalaya,1992-05-01,10.8,25,86.8,5.9,Foggy
Gujarat,2012-01-01,27.1,46,62.9,8.7,Stormy
Bihar,2004-10-01,20.4,100,172.4,8.8,Cloudy
Tamil Nadu,2023-04-01,30.4,28,6.8,13.2,Cloudy
Karnataka,2012-01-01,36.2,62,173.5,12.9,Sunny
Uttarakhand,1985-07-01,17.3,82,166.8,5.6,Rainy
Himachal Pradesh,2022-07-01,35.9,92,82.8,6.0,Foggy
Tripura,1996-09-01,32.6,81,292.0,9.1,Sunny
Goa,2020-07-01,12.1,62,290.5,12.5,Cloudy
Bihar,2020-07-01,17.8,27,42.4,7.6,Rainy
Uttarakhand,2001-08-01,40.0,86,21.8,5.6,Sunny
Jharkhand,1989-01-01,26.1,92,47.8,11.7,Stormy
Jharkhand,1990-09-01,24.0,76,206.9,3.1,Rainy
Mizoram,2002-12-01,30.1,88,32.2,7.9,Rainy
West Bengal,2021-04-01,21.7,49,215.9,4.7,Rainy
Mizoram,2003-12-01,31.8,69,187.7,1.2,Sunny
Madhya Pradesh,2004-08-01,38.4,37,114.0,7.8,Foggy
Tripura,2024-01-01,15.8,42,171.0,2.6,Foggy
Telangana,1998-05-01,17.3,66,103.0,10.9,Rainy
Haryana,2014-11-01,30.7,83,151.0,13.9,Foggy
Telangana,2009-01-01,38.6,75,205.4,8.4,Stormy
Sikkim,2003-10-01,14.8,38,50.9,5.2,Foggy
Maharashtra,2000-05-01,31.0,61,260.5,9.1,Cloudy
Gujarat,2019-08-01,34.9,31,91.3,8.3,Sunny
Telangana,2020-06-01,25.2,59,72.0,4.0,Stormy
Nagaland,2023-09-01,25.1,73,280.8,12.5,Sunny
Arunachal Pradesh,2011-06-01,34.7,75,190.1,4.8,Rainy
Uttarakhand,1990-02-01,13.4,49,47.8,4.8,Stormy
Manipur,2001-04-01,16.2,35,33.8,5.4,Cloudy
Manipur,2014-09-01,25.1,29,60.0,7.4,Foggy
Karnataka,2019-02-01,17.6,83,109.3,10.0,Stormy
Chhattisgarh,1985-10-01,18.7,21,172.9,4.7,Sunny
Kerala,2012-07-01,37.5,32,15.4,5.6,Foggy
Madhya Pradesh,1996-01-01,35.4,79,152.7,1.9,Cloudy
Gujarat,1993-02-01,29.4,27,229.1,14.7,Sunny
Bihar,2014-03-01,21.0,80,231.0,14.7,Sunny
Telangana,2004-09-01,30.0,52,24.2,7.1,Sunny
Sikkim,2023-08-01,39.8,82,32.0,4.8,Sunny
Mizoram,2019-01-01,28.9,86,62.6,3.0,Cloudy
Tripura,2005-05-01,12.0,88,119.6,11.0,Foggy
West Bengal,2018-04-01,13.7,72,162.4,7.3,Foggy
Uttarakhand,1985-09-01,34.7,77,38.6,3.7,Foggy
Andhra Pradesh,1995-11-01,33.0,89,284.6,9.4,Stormy
Gujarat,2003-07-01,33.2,24,9.4,7.4,Foggy
Odisha,2001-07-01,22.1,26,230.9,1.7,Foggy
Assam,1997-01-01,25.2,87,166.6,12.3,Rainy
Odisha,2020-07-01,35.4,86,140.5,3.6,Sunny
Uttarakhand,2016-02-01,22.1,68,198.5,14.6,Rainy
Goa,1988-07-01,24.1,70,129.3,7.0,Cloudy
Tamil Nadu,1989-01-01,26.6,49,79.8,14.0,Stormy
Rajasthan,2017-02-01,27.0,92,127.2,5.4,Rainy
Telangana,2008-09-01,16.0,70,141.6,8.3,Sunny
Uttarakhand,2013-02-01,32.2,83,13.3,4.5,Sunny
Nagaland,1985-12-01,26.4,90,130.1,13.4,Rainy
Bihar,2008-03-01,31.6,47,266.7,8.5,Stormy
Assam,2013-08-01,25.2,79,58.3,14.8,Cloudy
Goa,2017-06-01,24.4,24,74.2,10.6,Sunny
Bihar,2005-07-01,27.2,39,83.9,5.9,Rainy
Karnataka,1998-07-01,10.1,79,178.3,4.5,Cloudy
Kerala,1994-11-01,27.4,91,56.2,14.2,Rainy
Goa,1999-04-01,26.2,63,70.5,9.6,Cloudy
Arunachal Pradesh,1988-07-01,20.6,60,164.2,4.7,Sunny
Punjab,2004-11-01,36.0,71,138.6,9.3,Stormy
Maharashtra,1988-09-01,10.1,36,1.2,1.8,Cloudy
Telangana,1994-04-01,36.8,92,207.4,3.2,Sunny
Telangana,2003-04-01,21.7,60,57.8,2.0,Stormy
Assam,1986-06-01,31.4,50,271.4,10.1,Sunny
Nagaland,2013-05-01,20.8,81,222.7,12.2,Foggy
Odisha,2008-02-01,34.0,51,12.4,14.4,Sunny
Nagaland,1997-08-01,26.3,34,144.8,4.5,Rainy
Manipur,1995-11-01,34.3,90,193.0,1.5,Rainy
Arunachal Pradesh,2006-05-01,16.3,21,54.3,14.0,Cloudy
Kerala,2019-03-01,20.1,54,265.8,3.8,Cloudy
Andhra Pradesh,2004-01-01,13.4,25,208.2,13.1,Cloudy
Goa,1999-12-01,26.0,49,122.3,11.9,Foggy
Tripura,2017-10-01,35.6,28,71.4,10.6,Rainy
Goa,2012-12-01,28.3,63,29.8,1.6,Cloudy
Himachal Pradesh,1989-06-01,22.6,25,147.1,8.8,Sunny
Odisha,2001-09-01,32.2,84,227.2,13.9,Sunny
Karnataka,2000-09-01,23.0,28,270.2,12.9,Cloudy
Andhra Pradesh,2017-06-01,16.3,28,273.3,2.3,Rainy
Tripura,2012-01-01,37.4,75,120.4,0.3,Stormy
Haryana,1988-12-01,21.2,26,35.9,12.7,Sunny
Assam,2023-07-01,13.7,83,254.2,14.3,Sunny
Uttarakhand,1991-02-01,20.8,88,148.8,12.7,Rainy
Madhya Pradesh,2024-03-01,17.8,20,192.8,13.7,Cloudy
Tamil Nadu,1992-11-01,25.2,50,150.7,6.8,Cloudy
Telangana,2006-06-01,26.3,28,237.8,14.0,Stormy
Bihar,2012-11-01,30.3,40,137.7,6.2,Rainy
Tamil Nadu,2006-05-01,26.6,41,252.8,0.8,Foggy
West Bengal,1993-11-01,10.2,56,11.5,9.2,Rainy
Manipur,2002-03-01,13.3,76,44.8,9.6,Rainy
Himachal Pradesh,1996-12-01,10.5,92,155.4,4.4,Sunny
Meghalaya,1990-05-01,31.3,85,175.7,0.4,Sunny
Andhra Pradesh,1997-12-01,13.7,41,56.1,7.6,Rainy
Punjab,2019-12-01,27.9,78,22.8,13.8,Rainy
Telangana,2009-02-01,33.3,28,15.9,6.8,Sunny
Rajasthan,1997-11-01,38.2,99,166.0,4.0,Rainy
Madhya Pradesh,2021-02-01,38.9,61,127.0,3.1,Cloudy
Andhra Pradesh,2013-11-01,28.1,38,192.3,2.4,Foggy
Tamil Nadu,2012-02-01,38.1,98,78.3,8.6,Rainy
Punjab,1994-11-01,39.2,92,169.5,8.2,Cloudy
Maharashtra,2023-04-01,30.5,85,34.9,12.3,Rainy
Madhya Pradesh,2010-05-01,27.0,90,45.0,0.4,Cloudy
Andhra Pradesh,2024-07-01,10.0,64,198.9,10.7,Foggy
Andhra Pradesh,1994-12-01,18.6,59,288.3,8.8,Foggy
Goa,2022-08-01,21.8,77,241.1,10.5,Stormy
Madhya Pradesh,1991-10-01,36.3,80,78.5,3.8,Sunny
Karnataka,1987-10-01,34.5,47,61.3,7.4,Rainy
Bihar,2011-07-01,37.8,49,7.3,7.6,Stormy
Madhya Pradesh,2008-11-01,33.0,73,26.6,4.0,Rainy
Nagaland,1994-05-01,36.6,72,65.7,8.7,Cloudy
Punjab,2010-04-01,12.4,85,36.1,4.8,Stormy
Manipur,1990-03-01,13.8,22,158.6,9.1,Cloudy
Uttarakhand,2008-11-01,34.4,24,3.9,10.6,Foggy
Andhra Pradesh,2002-09-01,12.3,74,36.2,6.0,Sunny
Telangana,1986-06-01,16.1,66,56.0,12.7,Stormy
Karnataka,2004-03-01,11.5,58,137.2,3.5,Stormy
Sikkim,1986-02-01,22.1,89,24.3,13.5,Rainy
Jharkhand,1995-08-01,13.0,52,48.5,2.0,Cloudy
Assam,2011-06-01,10.8,94,135.2,10.1,Cloudy
Karnataka,1996-09-01,20.6,35,134.7,11.7,Foggy
Uttarakhand,1987-12-01,17.7,85,176.1,9.0,Foggy
Rajasthan,2021-10-01,13.3,41,212.9,4.6,Cloudy
Telangana,1995-12-01,27.2,35,68.6,14.5,Rainy
Goa,2002-08-01,32.8,43,116.6,14.0,Foggy
Jharkhand,1985-08-01,35.2,75,253.1,9.7,Rainy
Bihar,2013-03-01,22.7,95,187.5,11.3,Stormy
Karnataka,2016-11-01,15.9,37,286.4,14.8,Foggy
Jharkhand,2015-08-01,31.4,81,229.6,9.3,Sunny
Uttar Pradesh,2000-10-01,18.6,99,0.3,1.5,Stormy
Maharashtra,2024-03-01,26.7,36,176.4,11.1,Cloudy
Arunachal Pradesh,2017-07-01,24.3,23,22.8,3.3,Rainy
Arunachal Pradesh,2019-03-01,21.9,50,292.6,4.5,Cloudy
Bihar,2008-05-01,31.6,76,32.8,10.7,Cloudy
Tripura,2011-03-01,21.3,91,181.5,10.7,Cloudy
Uttar Pradesh,2023-05-01,23.7,50,285.2,11.8,Stormy
Andhra Pradesh,2004-05-01,38.7,43,285.0,3.8,Sunny
Arunachal Pradesh,2015-05-01,30.4,34,229.9,2.3,Sunny
Karnataka,2005-07-01,35.8,42,33.3,14.7,Foggy
Uttar Pradesh,1988-05-01,18.0,56,215.4,12.0,Sunny
Tripura,2004-01-01,22.6,33,177.5,11.2,Rainy
Manipur,1986-08-01,23.8,85,201.5,7.1,Sunny
Madhya Pradesh,1988-03-01,22.5,54,132.7,8.2,Stormy
